id,longitud,latitud,demanda
2959,-56.19086,-34.88839,0
2960,-56.190952,-34.889023,33
2961,-56.193085,-34.890812,0
2962,-56.19308,-34.890835,0
2963,-56.193607,-34.891357,512
2964,-56.19364,-34.89136,13
2965,-56.190617,-34.891083,0
2966,-56.190704,-34.89039,0
2967,-56.190125,-34.889355,213
2968,-56.18881,-34.88926,72
2969,-56.188206,-34.88922,3
2970,-56.188908,-34.89011,92
2971,-56.189957,-34.890175,57
2972,-56.186596,-34.877586,231
2973,-56.18661,-34.87759,0
2974,-56.18742,-34.87862,0
2975,-56.18653,-34.878956,0
2976,-56.186462,-34.878956,0
2977,-56.18603,-34.880188,0
2978,-56.185074,-34.880554,115
2979,-56.183865,-34.881012,83
2980,-56.18317,-34.881264,0
2981,-56.18206,-34.881702,0
2982,-56.181595,-34.881878,31
2983,-56.179996,-34.88249,101
2984,-56.17931,-34.882744,0
2985,-56.178814,-34.88294,101
2986,-56.17842,-34.8831,13
2987,-56.178856,-34.88384,55
2988,-56.179737,-34.88351,95
2989,-56.18027,-34.883316,0
2990,-56.18109,-34.883003,336
2991,-56.181904,-34.882694,138
2992,-56.18377,-34.881985,79
2993,-56.184643,-34.881657,220
2994,-56.185352,-34.88139,105
2995,-56.186104,-34.881107,136
2996,-56.18682,-34.880833,138
2997,-56.187325,-34.88063,310
2998,-56.187176,-34.88189,0
2999,-56.186565,-34.882114,129
3000,-56.185543,-34.882504,110
3001,-56.184227,-34.882996,124
3002,-56.18421,-34.883,0
3003,-56.183674,-34.883205,157
3004,-56.182426,-34.883675,178
3005,-56.18143,-34.88405,250
3006,-56.18097,-34.88423,0
3007,-56.180603,-34.884365,330
3008,-56.179768,-34.884697,136
3009,-56.17955,-34.885315,116
3010,-56.180252,-34.885452,230
3011,-56.180717,-34.885273,0
3012,-56.181404,-34.88501,102
3013,-56.18249,-34.884594,163
3014,-56.1834,-34.88424,105
3015,-56.183895,-34.88406,0
3016,-56.184586,-34.883797,0
3017,-56.18491,-34.88298,51
3018,-56.181877,-34.885998,0
3019,-56.181858,-34.886005,1
3020,-56.181007,-34.886303,0
3021,-56.180355,-34.886562,103
3022,-56.181206,-34.88712,132
3023,-56.181232,-34.88711,0
3024,-56.182896,-34.88787,131
3025,-56.18258,-34.88798,6
3026,-56.181763,-34.88829,7
3027,-56.18154,-34.888374,0
3028,-56.184605,-34.88795,0
3029,-56.18459,-34.887928,13
3030,-56.184605,-34.88824,121
3031,-56.18384,-34.888515,156
3032,-56.183796,-34.88853,0
3033,-56.182312,-34.8891,133
3034,-56.181896,-34.88926,0
3035,-56.180164,-34.88909,0
3036,-56.18018,-34.888966,402
3037,-56.1801,-34.888256,141
3038,-56.178986,-34.88815,0
3039,-56.17855,-34.888107,135
3040,-56.17688,-34.88795,0
3041,-56.175713,-34.887856,335
3042,-56.17576,-34.883446,0
3043,-56.176582,-34.883713,0
3044,-56.176517,-34.884075,158
3045,-56.176384,-34.88502,0
3046,-56.176205,-34.886265,0
3047,-56.17607,-34.887222,0
3048,-56.17588,-34.88854,0
3049,-56.176743,-34.888832,148
3050,-56.177113,-34.887012,464
3051,-56.177223,-34.88621,0
3052,-56.177296,-34.885525,257
3053,-56.17737,-34.88512,0
3054,-56.17754,-34.883877,83
3055,-56.17759,-34.88351,170
3056,-56.177696,-34.882782,91
3057,-56.176693,-34.882874,242
3058,-56.176926,-34.88474,0
3059,-56.176952,-34.88474,144
3060,-56.178368,-34.884876,172
3061,-56.178596,-34.885147,42
3062,-56.17844,-34.886166,0
3063,-56.178417,-34.886337,358
3064,-56.17823,-34.887688,127
3065,-56.178074,-34.888855,155
3066,-56.179283,-34.88908,123
3067,-56.17932,-34.88698,0
3068,-56.179413,-34.886295,2
3069,-56.178734,-34.885868,0
3070,-56.178528,-34.884453,149
3071,-56.178585,-34.88405,54
3072,-56.166924,-34.87853,0
3073,-56.16687,-34.879032,0
3074,-56.166294,-34.88432,46
3075,-56.166256,-34.884964,0
3076,-56.167515,-34.883827,24
3077,-56.167526,-34.883694,229
3078,-56.16882,-34.884136,0
3079,-56.16925,-34.88416,398
3080,-56.1702,-34.88421,211
3081,-56.171505,-34.884296,0
3082,-56.171604,-34.884315,94
3083,-56.17268,-34.884544,0
3084,-56.17322,-34.884697,407
3085,-56.173267,-34.88471,124
3086,-56.174026,-34.885365,84
3087,-56.173805,-34.8856,0
3088,-56.172626,-34.885532,151
3089,-56.17203,-34.885494,365
3090,-56.1714,-34.885456,0
3091,-56.170982,-34.885437,233
3092,-56.16967,-34.885353,58
3093,-56.169544,-34.885345,102
3094,-56.167927,-34.88525,261
3095,-56.167263,-34.885216,222
3096,-56.166416,-34.88516,128
3097,-56.16616,-34.88559,0
3098,-56.16623,-34.88603,138
3099,-56.167717,-34.886147,154
3100,-56.16863,-34.886208,198
3101,-56.169247,-34.88625,0
3102,-56.170372,-34.886326,379
3103,-56.171303,-34.886406,109
3104,-56.172504,-34.886497,0
3105,-56.17366,-34.886604,114
3106,-56.173813,-34.887188,159
3107,-56.173416,-34.887623,199
3108,-56.172432,-34.887524,0
3109,-56.17145,-34.88746,62
3110,-56.17071,-34.88739,0
3111,-56.169857,-34.887337,152
3112,-56.16924,-34.887295,62
3113,-56.168503,-34.887257,131
3114,-56.167416,-34.887173,185
3115,-56.165997,-34.887123,0
3116,-56.166027,-34.88799,159
3117,-56.16798,-34.88818,155
3118,-56.168995,-34.88829,143
3119,-56.169495,-34.88792,169
3120,-56.170933,-34.88814,0
3121,-56.171505,-34.88851,441
3122,-56.172695,-34.888565,359
3123,-56.173306,-34.888588,0
3124,-56.174316,-34.888634,167
3125,-56.174736,-34.888004,0
3126,-56.17489,-34.88692,0
3127,-56.17496,-34.88652,122
3128,-56.17506,-34.885902,130
3129,-56.17516,-34.885174,50
3130,-56.175186,-34.88497,0
3131,-56.175247,-34.884544,360
3132,-56.175316,-34.88408,0
3133,-56.17546,-34.883175,158
3134,-56.17555,-34.882557,0
3135,-56.17562,-34.88199,213
3136,-56.175716,-34.88126,136
3137,-56.175865,-34.88035,0
3138,-56.17584,-34.879673,139
3139,-56.173607,-34.879494,183
3140,-56.172367,-34.879414,53
3141,-56.17158,-34.879345,0
3142,-56.170803,-34.87929,0
3143,-56.169662,-34.879196,113
3144,-56.16964,-34.879192,77
3145,-56.1692,-34.87982,90
3146,-56.169624,-34.879944,299
3147,-56.170856,-34.880024,52
3148,-56.17108,-34.880043,165
3149,-56.17263,-34.880157,292
3150,-56.173218,-34.880196,211
3151,-56.17437,-34.880276,0
3152,-56.174355,-34.881172,0
3153,-56.17308,-34.88113,0
3154,-56.1726,-34.88112,0
3155,-56.171978,-34.88111,228
3156,-56.171738,-34.881256,79
3157,-56.170216,-34.881832,0
3158,-56.170372,-34.880642,1
3159,-56.17446,-34.88185,0
3160,-56.174095,-34.882282,227
3161,-56.173122,-34.882256,0
3162,-56.171955,-34.88223,264
3163,-56.17135,-34.88221,205
3164,-56.168995,-34.8821,225
3165,-56.168888,-34.88238,0
3166,-56.16884,-34.88296,55
3167,-56.16888,-34.883175,0
3168,-56.170254,-34.883236,0
3169,-56.171246,-34.88327,243
3170,-56.171814,-34.883293,0
3171,-56.1724,-34.883316,0
3172,-56.173252,-34.883347,270
3173,-56.174034,-34.883366,0
3174,-56.174225,-34.88381,0
3175,-56.1741,-34.884747,0
3176,-56.161587,-34.878605,0
3177,-56.16108,-34.87798,187
3178,-56.160755,-34.877598,149
3179,-56.159657,-34.8763,0
3180,-56.158974,-34.87553,130
3181,-56.158775,-34.87529,0
3182,-56.158356,-34.874817,0
3183,-56.15833,-34.874798,168
3184,-56.157326,-34.873905,0
3185,-56.157787,-34.87345,0
3186,-56.15594,-34.873287,0
3187,-56.153618,-34.87506,156
3188,-56.15184,-34.876995,34
3189,-56.15187,-34.87701,0
3190,-56.151897,-34.877033,0
3191,-56.152584,-34.8769,94
3192,-56.153496,-34.876514,155
3193,-56.1543,-34.87682,211
3194,-56.154667,-34.877335,152
3195,-56.15372,-34.87818,0
3196,-56.1543,-34.87861,0
3197,-56.15525,-34.877724,180
3198,-56.15588,-34.87784,0
3199,-56.156605,-34.877357,0
3200,-56.156807,-34.876865,0
3201,-56.156372,-34.876602,164
3202,-56.155685,-34.87616,0
3203,-56.154915,-34.875443,0
3204,-56.154945,-34.875416,0
3205,-56.156353,-34.874943,15
3206,-56.15678,-34.875206,585
3207,-56.157497,-34.87563,0
3208,-56.156746,-34.878155,331
3209,-56.15698,-34.878414,0
3210,-56.15759,-34.879147,0
3211,-56.157787,-34.879395,0
3212,-56.158516,-34.880173,358
3213,-56.159096,-34.88065,0
3214,-56.159355,-34.880836,0
3215,-56.15971,-34.881145,103
3216,-56.161114,-34.882282,0
3217,-56.161724,-34.88283,0
3218,-56.162914,-34.884098,0
3219,-56.163845,-34.884872,142
3220,-56.165554,-34.884872,0
3221,-56.16508,-34.884483,172
3222,-56.164513,-34.88401,0
3223,-56.1645,-34.884003,172
3224,-56.16364,-34.883335,220
3225,-56.162937,-34.882736,105
3226,-56.16244,-34.882343,0
3227,-56.16225,-34.88216,158
3228,-56.161278,-34.88135,246
3229,-56.16052,-34.88072,0
3230,-56.160244,-34.88045,173
3231,-56.159515,-34.879787,0
3232,-56.158997,-34.87916,0
3233,-56.15839,-34.87844,145
3234,-56.157665,-34.87756,113
3235,-56.157127,-34.87711,147
3236,-56.155437,-34.87936,0
3237,-56.15546,-34.87937,0
3238,-56.15644,-34.880028,193
3239,-56.15694,-34.88037,0
3240,-56.158222,-34.88121,129
3241,-56.158855,-34.881725,304
3242,-56.159847,-34.88256,350
3243,-56.16084,-34.883377,437
3244,-56.16175,-34.884117,110
3245,-56.16258,-34.884804,124
3246,-56.162987,-34.885136,0
3247,-56.16556,-34.887608,105
3248,-56.16556,-34.8876,0
3249,-56.165535,-34.88688,277
3250,-56.16493,-34.886242,0
3251,-56.16574,-34.885967,0
3252,-56.165745,-34.885937,0
3253,-56.165756,-34.88584,211
3254,-56.165756,-34.885822,0
3255,-56.16576,-34.8858,0
3256,-56.16598,-34.883713,191
3257,-56.16601,-34.88347,0
3258,-56.166054,-34.882977,0
3259,-56.166058,-34.88295,0
3260,-56.16614,-34.882156,198
3261,-56.166256,-34.881275,0
3262,-56.16628,-34.881092,0
3263,-56.166374,-34.88023,1308
3264,-56.165367,-34.878666,0
3265,-56.16535,-34.87879,0
3266,-56.165264,-34.879642,0
3267,-56.165165,-34.880554,0
3268,-56.16509,-34.881176,0
3269,-56.165085,-34.881218,100
3270,-56.164204,-34.882004,151
3271,-56.16352,-34.881508,0
3272,-56.1635,-34.881493,0
3273,-56.163452,-34.88146,0
3274,-56.161766,-34.880222,0
3275,-56.160576,-34.879192,0
3276,-56.16002,-34.87851,145
3277,-56.1591,-34.87753,432
3278,-56.159046,-34.87642,120
3279,-56.158676,-34.876606,0
3280,-56.164898,-34.87054,0
3281,-56.16595,-34.869907,42
3282,-56.16694,-34.86986,303
3283,-56.166203,-34.871006,134
3284,-56.166904,-34.871655,179
3285,-56.16742,-34.87047,0
3286,-56.16516,-34.871613,0
3287,-56.165325,-34.87274,0
3288,-56.164436,-34.87229,191
3289,-56.163853,-34.871628,0
3290,-56.16374,-34.872498,392
3291,-56.164536,-34.87341,167
3292,-56.165318,-34.87402,169
3293,-56.165848,-34.874237,20
3294,-56.165768,-34.87498,0
3295,-56.165657,-34.87602,0
3296,-56.165516,-34.877346,0
3297,-56.165497,-34.877533,0
3298,-56.166664,-34.877342,334
3299,-56.16678,-34.876446,65
3300,-56.16688,-34.87551,79
3301,-56.16699,-34.874496,91
3302,-56.167084,-34.873657,60
3303,-56.167225,-34.872322,164
3304,-56.16591,-34.873615,0
3305,-56.16478,-34.875477,137
3306,-56.16368,-34.874256,62
3307,-56.163105,-34.873596,0
3308,-56.162178,-34.87254,0
3309,-56.16206,-34.872143,266
3310,-56.161312,-34.871143,238
3311,-56.160927,-34.870632,0
3312,-56.160465,-34.87002,106
3313,-56.159657,-34.870438,105
3314,-56.15758,-34.872047,89
3315,-56.15743,-34.87247,128
3316,-56.158028,-34.87299,192
3317,-56.159122,-34.87389,149
3318,-56.15916,-34.87392,0
3319,-56.15979,-34.87462,223
3320,-56.160324,-34.87524,0
3321,-56.160946,-34.87595,287
3322,-56.161396,-34.87649,0
3323,-56.16222,-34.87748,259
3324,-56.163258,-34.878628,46
3325,-56.1638,-34.87914,93
3326,-56.163742,-34.879917,79
3327,-56.16374,-34.879955,0
3328,-56.16287,-34.880028,526
3329,-56.162144,-34.879265,212
3330,-56.16302,-34.877884,0
3331,-56.163998,-34.87733,100
3332,-56.164833,-34.876854,158
3333,-56.164833,-34.8781,136
3334,-56.1632,-34.87717,211
3335,-56.16272,-34.87659,119
3336,-56.161915,-34.875618,97
3337,-56.16117,-34.874763,0
3338,-56.160725,-34.874233,577
3339,-56.160255,-34.873676,0
3340,-56.15995,-34.873318,0
3341,-56.159924,-34.873287,137
3342,-56.158924,-34.87211,0
3343,-56.159283,-34.871605,305
3344,-56.15997,-34.871246,0
3345,-56.161972,-34.87044,0
3346,-56.16229,-34.87105,0
3347,-56.1653,-34.86913,0
3348,-56.164433,-34.86882,39
3349,-56.16365,-34.868538,0
3350,-56.163948,-34.86954,0
3351,-56.164364,-34.87045,311
3352,-56.16269,-34.87084,271
3353,-56.162685,-34.87083,0
3354,-56.162262,-34.869823,240
3355,-56.162117,-34.869186,160
3356,-56.16228,-34.868412,0
3357,-56.16136,-34.869343,0
3358,-56.161377,-34.869385,204
3359,-56.160366,-34.871464,0
3360,-56.16086,-34.872112,0
3361,-56.161263,-34.873013,0
3362,-56.16222,-34.874096,89
3363,-56.16305,-34.87509,0
3364,-56.163654,-34.87579,78
3365,-56.16406,-34.876274,173
3366,-56.168674,-34.873173,0
3367,-56.1687,-34.87244,0
3368,-56.17341,-34.87037,272
3369,-56.172127,-34.87028,2
3370,-56.17048,-34.87016,139
3371,-56.169437,-34.870087,166
3372,-56.16844,-34.870014,111
3373,-56.168114,-34.870815,165
3374,-56.169235,-34.870888,0
3375,-56.170376,-34.87098,181
3376,-56.171623,-34.871082,0
3377,-56.172855,-34.871166,3
3378,-56.17271,-34.872185,159
3379,-56.171856,-34.872124,364
3380,-56.16938,-34.87194,291
3381,-56.168293,-34.871853,0
3382,-56.167606,-34.872158,184
3383,-56.167454,-34.873543,0
3384,-56.1723,-34.873238,0
3385,-56.17149,-34.87318,201
3386,-56.170044,-34.873142,424
3387,-56.168232,-34.873062,233
3388,-56.167614,-34.873043,0
3389,-56.174114,-34.874268,347
3390,-56.173527,-34.87424,0
3391,-56.17275,-34.874195,347
3392,-56.17164,-34.87413,145
3393,-56.170097,-34.874046,155
3394,-56.169334,-34.874023,273
3395,-56.16809,-34.87398,18
3396,-56.167496,-34.874844,133
3397,-56.168385,-34.87488,0
3398,-56.169094,-34.874905,137
3399,-56.17132,-34.87498,190
3400,-56.172573,-34.87504,218
3401,-56.17385,-34.875103,0
3402,-56.17499,-34.875153,0
3403,-56.17599,-34.87518,0
3404,-56.177376,-34.875378,0
3405,-56.17679,-34.87624,468
3406,-56.17591,-34.876198,278
3407,-56.17504,-34.877186,109
3408,-56.174973,-34.877926,0
3409,-56.176052,-34.877583,0
3410,-56.17609,-34.877346,0
3411,-56.174896,-34.876175,14
3412,-56.17335,-34.876095,0
3413,-56.172554,-34.876064,141
3414,-56.17111,-34.876022,177
3415,-56.16939,-34.87594,124
3416,-56.16862,-34.87591,0
3417,-56.16739,-34.875866,166
3418,-56.167274,-34.87665,95
3419,-56.168175,-34.87668,0
3420,-56.16852,-34.876713,0
3421,-56.170467,-34.876766,381
3422,-56.171234,-34.876816,176
3423,-56.172035,-34.87685,82
3424,-56.173046,-34.878647,52
3425,-56.172314,-34.8786,250
3426,-56.171104,-34.87852,98
3427,-56.169525,-34.878407,269
3428,-56.168217,-34.87832,0
3429,-56.168217,-34.87763,78
3430,-56.168217,-34.877617,0
3431,-56.169254,-34.87745,228
3432,-56.170654,-34.877525,0
3433,-56.171577,-34.877598,246
3434,-56.171944,-34.87763,0
3435,-56.175602,-34.87827,125
3436,-56.175926,-34.878857,149
3437,-56.17655,-34.87993,230
3438,-56.17694,-34.88063,118
3439,-56.17745,-34.88154,0
3440,-56.177517,-34.881657,7
3441,-56.177704,-34.881992,0
3442,-56.178123,-34.882095,0
3443,-56.179256,-34.881664,266
3444,-56.18056,-34.881157,150
3445,-56.180386,-34.880417,210
3446,-56.179745,-34.879227,195
3447,-56.179665,-34.879097,0
3448,-56.179478,-34.87876,0
3449,-56.17917,-34.878193,0
3450,-56.179157,-34.878178,0
3451,-56.177948,-34.876293,88
3452,-56.17733,-34.876408,0
3453,-56.177402,-34.87738,161
3454,-56.17772,-34.877922,137
3455,-56.178104,-34.878643,233
3456,-56.17859,-34.879494,188
3457,-56.178646,-34.8796,0
3458,-56.178658,-34.87963,0
3459,-56.179367,-34.880886,0
3460,-56.179672,-34.881443,0
3461,-56.181404,-34.88084,0
3462,-56.181393,-34.880283,68
3463,-56.180923,-34.879288,124
3464,-56.18054,-34.878468,185
3465,-56.18026,-34.878036,108
3466,-56.180004,-34.877327,0
3467,-56.178997,-34.875835,25
3468,-56.17807,-34.87471,32
3469,-56.17793,-34.87454,0
3470,-56.17672,-34.874344,225
3471,-56.17557,-34.874447,57
3472,-56.17525,-34.874786,0
3473,-56.174343,-34.87576,145
3474,-56.173462,-34.877243,547
3475,-56.17342,-34.87761,7
3476,-56.173233,-34.879,39
3477,-56.174477,-34.87863,161
3478,-56.174522,-34.87864,4
3479,-56.175003,-34.87867,84
3480,-56.17682,-34.88206,310
3481,-56.17892,-34.882458,65
3482,-56.178158,-34.88107,175
3483,-56.177685,-34.880253,100
3484,-56.177467,-34.879845,150
3485,-56.1771,-34.879223,0
3486,-56.17673,-34.878555,174
3487,-56.17621,-34.877697,0
3488,-56.178364,-34.87552,104
3489,-56.17533,-34.871784,0
3490,-56.175285,-34.87294,178
3491,-56.173645,-34.873108,0
3492,-56.173695,-34.872086,0
3493,-56.1737,-34.872055,0
3494,-56.17374,-34.871365,0
3495,-56.174515,-34.871265,316
3496,-56.17614,-34.872097,126
3497,-56.17616,-34.872128,205
3498,-56.17665,-34.872715,0
3499,-56.178375,-34.874287,0
3500,-56.17847,-34.87386,115
3501,-56.178505,-34.87311,0
3502,-56.178505,-34.87309,0
3503,-56.17853,-34.872402,135
3504,-56.178566,-34.87178,19
3505,-56.178616,-34.870815,43
3506,-56.177586,-34.870945,0
3507,-56.177574,-34.871304,31
3508,-56.17753,-34.87217,4
3509,-56.17749,-34.87305,224
3510,-56.17748,-34.87326,0
3511,-56.17748,-34.873287,0
3512,-56.176655,-34.873264,0
3513,-56.176136,-34.8734,0
3514,-56.175266,-34.873425,148
3515,-56.175236,-34.87399,0
3516,-56.17837,-34.874817,115
3517,-56.179073,-34.875687,0
3518,-56.179775,-34.876495,137
3519,-56.179955,-34.87687,139
3520,-56.180374,-34.87775,90
3521,-56.180435,-34.877872,0
3522,-56.180817,-34.878677,125
3523,-56.18083,-34.878704,0
3524,-56.181576,-34.880272,33
3525,-56.18191,-34.880646,74
3526,-56.182686,-34.880363,0
3527,-56.183224,-34.880157,124
3528,-56.183247,-34.879635,349
3529,-56.18291,-34.87897,106
3530,-56.182613,-34.878323,0
3531,-56.181885,-34.876892,125
3532,-56.181477,-34.876095,345
3533,-56.181004,-34.875298,0
3534,-56.180588,-34.874763,0
3535,-56.180164,-34.87424,291
3536,-56.17977,-34.872257,151
3537,-56.180206,-34.87167,155
3538,-56.181072,-34.871944,0
3539,-56.181072,-34.87197,0
3540,-56.180965,-34.872807,358
3541,-56.181076,-34.873817,0
3542,-56.181248,-34.87404,137
3543,-56.182537,-34.87595,0
3544,-56.183086,-34.877018,390
3545,-56.1833,-34.877434,333
3546,-56.18383,-34.87849,273
3547,-56.18417,-34.87919,0
3548,-56.184708,-34.87963,40
3549,-56.185246,-34.87936,0
3550,-56.1849,-34.878616,0
3551,-56.184505,-34.877796,0
3552,-56.184006,-34.876774,0
3553,-56.183994,-34.876747,0
3554,-56.183334,-34.87542,137
3555,-56.18327,-34.875286,0
3556,-56.182938,-34.874653,187
3557,-56.18249,-34.87414,2
3558,-56.182358,-34.87396,134
3559,-56.17958,-34.87266,0
3560,-56.17955,-34.872658,89
3561,-56.179237,-34.87432,142
3562,-56.18005,-34.875275,101
3563,-56.180378,-34.87569,138
3564,-56.180824,-34.87645,0
3565,-56.181137,-34.877087,0
3566,-56.181736,-34.87842,117
3567,-56.18191,-34.87885,138
3568,-56.18237,-34.879856,0
3569,-56.185658,-34.879284,171
3570,-56.18619,-34.879005,0
3571,-56.186188,-34.878025,0
3572,-56.185974,-34.877163,0
3573,-56.18486,-34.87533,302
3574,-56.18637,-34.87809,180
3575,-56.18601,-34.878418,9
3576,-56.185898,-34.877434,143
3577,-56.184566,-34.874844,0
3578,-56.184475,-34.87475,0
3579,-56.18347,-34.873455,0
3580,-56.18284,-34.872498,78
3581,-56.18264,-34.872017,226
3582,-56.18245,-34.87155,0
3583,-56.18176,-34.870964,249
3584,-56.18059,-34.870872,102
3585,-56.17952,-34.870796,198
3586,-56.178917,-34.870747,0
3587,-56.176796,-34.8706,0
3588,-56.17537,-34.870975,63
3589,-56.17537,-34.871,0
3590,-56.193382,-34.871777,0
3591,-56.19215,-34.871693,0
3592,-56.191406,-34.871635,180
3593,-56.190464,-34.87157,0
3594,-56.18896,-34.871464,71
3595,-56.18781,-34.87138,146
3596,-56.1868,-34.871304,282
3597,-56.184166,-34.871128,161
3598,-56.182446,-34.87106,0
3599,-56.18245,-34.871086,0
3600,-56.183434,-34.871906,177
3601,-56.184002,-34.871944,0
3602,-56.185215,-34.872032,409
3603,-56.186245,-34.87211,0
3604,-56.187096,-34.872166,0
3605,-56.189224,-34.87231,73
3606,-56.189255,-34.872314,0
3607,-56.190258,-34.87203,204
3608,-56.19085,-34.87214,0
3609,-56.191723,-34.872314,0
3610,-56.19239,-34.872505,172
3611,-56.193466,-34.873276,0
3612,-56.19325,-34.873653,0
3613,-56.192574,-34.873592,82
3614,-56.191536,-34.87352,350
3615,-56.19087,-34.873466,0
3616,-56.189823,-34.87338,0
3617,-56.1894,-34.873352,0
3618,-56.189335,-34.872734,130
3619,-56.188618,-34.872425,0
3620,-56.187874,-34.873257,139
3621,-56.186882,-34.873188,223
3622,-56.18597,-34.873127,0
3623,-56.185326,-34.87307,0
3624,-56.18485,-34.873016,0
3625,-56.18412,-34.872944,76
3626,-56.18371,-34.87291,101
3627,-56.18363,-34.87339,147
3628,-56.184086,-34.873974,0
3629,-56.184696,-34.87475,187
3630,-56.185318,-34.875248,0
3631,-56.1856,-34.874836,0
3632,-56.186504,-34.875973,119
3633,-56.186493,-34.87599,0
3634,-56.18749,-34.875114,329
3635,-56.186764,-34.874805,0
3636,-56.187214,-34.874043,222
3637,-56.18801,-34.874092,179
3638,-56.189335,-34.874203,159
3639,-56.190178,-34.874252,0
3640,-56.190533,-34.874275,416
3641,-56.192184,-34.874405,0
3642,-56.19273,-34.874447,82
3643,-56.19351,-34.875175,0
3644,-56.191757,-34.87547,165
3645,-56.19119,-34.875416,0
3646,-56.189747,-34.875313,0
3647,-56.18851,-34.875217,0
3648,-56.18796,-34.87587,0
3649,-56.188793,-34.87591,305
3650,-56.189804,-34.875988,0
3651,-56.19071,-34.876057,164
3652,-56.191696,-34.87614,276
3653,-56.192417,-34.876186,111
3654,-56.192966,-34.877743,0
3655,-56.192566,-34.877655,312
3656,-56.19186,-34.877453,0
3657,-56.191055,-34.877213,39
3658,-56.189987,-34.876896,234
3659,-56.188435,-34.87642,136
3660,-56.18751,-34.87666,0
3661,-56.187706,-34.876846,169
3662,-56.18871,-34.877502,0
3663,-56.188972,-34.877888,286
3664,-56.190075,-34.87819,0
3665,-56.191273,-34.878525,125
3666,-56.192307,-34.87881,156
3667,-56.193554,-34.879154,0
3668,-56.194542,-34.879425,0
3669,-56.195667,-34.879738,0
3670,-56.195717,-34.87975,0
3671,-56.195286,-34.878925,88
3672,-56.194942,-34.878616,144
3673,-56.193882,-34.87792,0
3674,-56.19359,-34.87784,0
3675,-56.19303,-34.87814,47
3676,-56.190918,-34.879498,0
3677,-56.193157,-34.880127,101
3678,-56.194202,-34.880386,140
3679,-56.195007,-34.880592,157
3680,-56.19416,-34.881344,493
3681,-56.194073,-34.881577,0
3682,-56.1937,-34.881966,0
3683,-56.193,-34.88181,53
3684,-56.19204,-34.881256,0
3685,-56.192043,-34.88124,0
3686,-56.19216,-34.88077,196
3687,-56.19223,-34.880497,324
3688,-56.19224,-34.880455,0
3689,-56.19233,-34.880127,0
3690,-56.18967,-34.880943,0
3691,-56.189713,-34.880966,136
3692,-56.191032,-34.88155,772
3693,-56.192562,-34.882248,243
3694,-56.193867,-34.88286,216
3695,-56.20602,-34.876408,30
3696,-56.204357,-34.87495,3
3697,-56.205185,-34.873753,143
3698,-56.20522,-34.875595,0
3699,-56.205196,-34.87561,0
3700,-56.205177,-34.875626,0
3701,-56.203648,-34.87653,88
3702,-56.202736,-34.87709,280
3703,-56.201916,-34.87768,23
3704,-56.20116,-34.878254,127
3705,-56.199875,-34.87925,120
3706,-56.19581,-34.88025,211
3707,-56.195797,-34.880283,0
3708,-56.19629,-34.88089,112
3709,-56.197372,-34.881153,0
3710,-56.19529,-34.882347,0
3711,-56.19508,-34.88317,9
3712,-56.19679,-34.880444,32
3713,-56.196957,-34.879944,0
3714,-56.196964,-34.879917,0
3715,-56.19733,-34.87887,163
3716,-56.197346,-34.87883,0
3717,-56.19758,-34.87841,0
3718,-56.19847,-34.87739,865
3719,-56.19876,-34.877136,0
3720,-56.20036,-34.87637,297
3721,-56.20132,-34.875916,220
3722,-56.20101,-34.875473,0
3723,-56.201984,-34.874718,0
3724,-56.20341,-34.874023,0
3725,-56.20361,-34.873924,0
3726,-56.203995,-34.873734,0
3727,-56.20461,-34.873417,0
3728,-56.20482,-34.874676,19
3729,-56.203453,-34.874176,178
3730,-56.202763,-34.874527,155
3731,-56.202766,-34.875717,0
3732,-56.201447,-34.876797,94
3733,-56.200817,-34.877266,0
3734,-56.199986,-34.877888,314
3735,-56.20378,-34.872807,180
3736,-56.203114,-34.872623,283
3737,-56.200657,-34.87437,639
3738,-56.200626,-34.874405,0
3739,-56.200176,-34.87533,0
3740,-56.200207,-34.875362,0
3741,-56.19959,-34.875843,0
3742,-56.198982,-34.875874,0
3743,-56.197582,-34.87691,0
3744,-56.19714,-34.877457,0
3745,-56.197124,-34.877483,0
3746,-56.196796,-34.877907,0
3747,-56.19678,-34.877926,0
3748,-56.19675,-34.87847,256
3749,-56.198647,-34.878414,241
3750,-56.19859,-34.878937,0
3751,-56.198147,-34.879955,122
3752,-56.19814,-34.87998,114
3753,-56.196545,-34.87717,0
3754,-56.196133,-34.876537,0
3755,-56.194828,-34.876457,707
3756,-56.19357,-34.876366,0
3757,-56.1933,-34.87594,0
3758,-56.193363,-34.875668,0
3759,-56.193398,-34.874775,171
3760,-56.193504,-34.8739,94
3761,-56.19454,-34.874107,142
3762,-56.19455,-34.874115,0
3763,-56.194695,-34.874233,0
3764,-56.195316,-34.8746,222
3765,-56.195335,-34.8746,788
3766,-56.196194,-34.874767,0
3767,-56.197468,-34.87499,0
3768,-56.198174,-34.875122,143
3769,-56.198936,-34.87526,0
3770,-56.19898,-34.875267,0
3771,-56.201244,-34.87337,0
3772,-56.20039,-34.872253,0
3773,-56.200054,-34.87338,379
3774,-56.199696,-34.87387,0
3775,-56.1989,-34.875,0
3776,-56.198006,-34.873585,453
3777,-56.198555,-34.872673,192
3778,-56.19863,-34.872147,0
3779,-56.196095,-34.871967,94
3780,-56.194065,-34.871822,0
